アイドル	作品	P/S	レア度	カード名	入手	実装日
有栖川夏葉	シャニソン	アイドルサブストーリー1話			サブストーリー	2023/11/14
杜野凛世	シャニソン	アイドルサブストーリー1話			サブストーリー	2023/11/14
西城樹里	シャニソン	アイドルサブストーリー1話			サブストーリー	2023/11/14
園田智代子	シャニソン	アイドルサブストーリー1話			サブストーリー	2023/11/14
小宮果穂	シャニソン	アイドルサブストーリー1話			サブストーリー	2023/11/14
有栖川夏葉	シャニソン	アイドルサブストーリー2話			サブストーリー	2023/11/14
杜野凛世	シャニソン	アイドルサブストーリー2話			サブストーリー	2023/11/14
西城樹里	シャニソン	アイドルサブストーリー2話			サブストーリー	2023/11/14
園田智代子	シャニソン	アイドルサブストーリー2話			サブストーリー	2023/11/14
小宮果穂	シャニソン	アイドルサブストーリー2話			サブストーリー	2023/11/14
アルストロメリア	シャニソン	エピソード1			プロデュース	2023/11/14
桑山千雪	シャニソン	エピソード1			プロデュース	2023/11/14
大崎甜花	シャニソン	エピソード1			プロデュース	2023/11/14
大崎甘奈	シャニソン	エピソード1			プロデュース	2023/11/14
アルストロメリア	シャニソン	ユニットサブストーリー1話			サブストーリー	2023/11/14
アルストロメリア	シャニソン	ユニットサブストーリー2話			サブストーリー	2023/11/14
桑山千雪	シャニソン	アイドルサブストーリー1話			サブストーリー	2023/11/14
大崎甜花	シャニソン	アイドルサブストーリー1話			サブストーリー	2023/11/14
大崎甘奈	シャニソン	アイドルサブストーリー1話			サブストーリー	2023/11/14
桑山千雪	シャニソン	アイドルサブストーリー2話			サブストーリー	2023/11/14
大崎甜花	シャニソン	アイドルサブストーリー2話			サブストーリー	2023/11/14
大崎甘奈	シャニソン	アイドルサブストーリー2話			サブストーリー	2023/11/14
ストレイライト	シャニソン	エピソード1			プロデュース	2023/11/14
和泉愛依	シャニソン	エピソード1			プロデュース	2023/11/14
黛冬優子	シャニソン	エピソード1			プロデュース	2023/11/14
芹沢あさひ	シャニソン	エピソード1			プロデュース	2023/11/14
ストレイライト	シャニソン	ユニットサブストーリー1話			サブストーリー	2023/11/14
ストレイライト	シャニソン	ユニットサブストーリー2話			サブストーリー	2023/11/14
和泉愛依	シャニソン	アイドルサブストーリー1話			サブストーリー	2023/11/14
黛冬優子	シャニソン	アイドルサブストーリー1話			サブストーリー	2023/11/14
芹沢あさひ	シャニソン	アイドルサブストーリー1話			サブストーリー	2023/11/14
和泉愛依	シャニソン	アイドルサブストーリー2話			サブストーリー	2023/11/14
黛冬優子	シャニソン	アイドルサブストーリー2話			サブストーリー	2023/11/14
芹沢あさひ	シャニソン	アイドルサブストーリー2話			サブストーリー	2023/11/14
ノクチル	シャニソン	エピソード1			プロデュース	2023/11/14
市川雛菜	シャニソン	エピソード1			プロデュース	2023/11/14
福丸小糸	シャニソン	エピソード1			プロデュース	2023/11/14
樋口円香	シャニソン	エピソード1			プロデュース	2023/11/14
浅倉透	シャニソン	エピソード1			プロデュース	2023/11/14
ノクチル	シャニソン	ユニットサブストーリー1話			サブストーリー	2023/11/14
ノクチル	シャニソン	ユニットサブストーリー2話			サブストーリー	2023/11/14
市川雛菜	シャニソン	アイドルサブストーリー1話			サブストーリー	2023/11/14
福丸小糸	シャニソン	アイドルサブストーリー1話			サブストーリー	2023/11/14
樋口円香	シャニソン	アイドルサブストーリー1話			サブストーリー	2023/11/14
浅倉透	シャニソン	アイドルサブストーリー1話			サブストーリー	2023/11/14
市川雛菜	シャニソン	アイドルサブストーリー2話			サブストーリー	2023/11/14
福丸小糸	シャニソン	アイドルサブストーリー2話			サブストーリー	2023/11/14
樋口円香	シャニソン	アイドルサブストーリー2話			サブストーリー	2023/11/14
浅倉透	シャニソン	アイドルサブストーリー2話			サブストーリー	2023/11/14
シーズ	シャニソン	エピソード1			プロデュース	2023/11/14
緋田美琴	シャニソン	エピソード1			プロデュース	2023/11/14
七草にちか	シャニソン	エピソード1			プロデュース	2023/11/14
シーズ	シャニソン	ユニットサブストーリー1話			サブストーリー	2023/11/14
シーズ	シャニソン	ユニットサブストーリー2話			サブストーリー	2023/11/14
緋田美琴	シャニソン	アイドルサブストーリー1話			サブストーリー	2023/11/14
七草にちか	シャニソン	アイドルサブストーリー1話			サブストーリー	2023/11/14
緋田美琴	シャニソン	アイドルサブストーリー2話			サブストーリー	2023/11/14
七草にちか	シャニソン	アイドルサブストーリー2話			サブストーリー	2023/11/14
コメティック	シャニソン	エピソード1			プロデュース	2023/11/14
郁田はるき	シャニソン	エピソード1			プロデュース	2023/11/14
鈴木羽那	シャニソン	エピソード1			プロデュース	2023/11/14
斑鳩ルカ	シャニソン	エピソード1			プロデュース	2023/11/14
コメティック	シャニソン	ユニットサブストーリー1話			サブストーリー	2023/11/14
コメティック	シャニソン	ユニットサブストーリー2話			サブストーリー	2023/11/14
郁田はるき	シャニソン	アイドルサブストーリー1話			サブストーリー	2023/11/14
鈴木羽那	シャニソン	アイドルサブストーリー1話			サブストーリー	2023/11/14
斑鳩ルカ	シャニソン	アイドルサブストーリー1話			サブストーリー	2023/11/14
郁田はるき	シャニソン	アイドルサブストーリー2話			サブストーリー	2023/11/14
鈴木羽那	シャニソン	アイドルサブストーリー2話			サブストーリー	2023/11/14
斑鳩ルカ	シャニソン	アイドルサブストーリー2話			サブストーリー	2023/11/14
越境イベント	シャニソン	新たなる空への一羽は1話			その他	2023/11/14
越境イベント	シャニソン	新たなる空への一羽は2話			その他	2023/11/14
越境イベント	シャニソン	新たなる空への一羽は3話			その他	2023/11/14
郁田はるき	シャニソン	S	SR	今日のマストバイ	恒常	2023/11/14
鈴木羽那	シャニソン	S	SR	Lesson²	恒常	2023/11/14
斑鳩ルカ	シャニソン	S	SR	voc-ation	恒常	2023/11/14
緋田美琴	シャニソン	S	SR	アスレチック	恒常	2023/11/14
七草にちか	シャニソン	S	SR	街頭で	恒常	2023/11/14
市川雛菜	シャニソン	S	SR	準備OK	恒常	2023/11/14
福丸小糸	シャニソン	S	SR	10円	恒常	2023/11/14
樋口円香	シャニソン	S	SR	或日	恒常	2023/11/14
浅倉透	シャニソン	S	SR	昼休み	恒常	2023/11/14
和泉愛依	シャニソン	S	SR	サクサクの縁側～	恒常	2023/11/14
黛冬優子	シャニソン	S	SR	欲張り	恒常	2023/11/14
芹沢あさひ	シャニソン	S	SR	確認は必須	恒常	2023/11/14
桑山千雪	シャニソン	S	SR	永遠を抱きしめて	恒常	2023/11/14
大崎甜花	シャニソン	S	SR	陽だまりぼっこ	恒常	2023/11/14
大崎甘奈	シャニソン	S	SR	もしもし、イルカさん	恒常	2023/11/14
有栖川夏葉	シャニソン	S	SR	約束ショッピング	恒常	2023/11/14
杜野凛世	シャニソン	S	SR	ほっとひといき	恒常	2023/11/14
西城樹里	シャニソン	S	SR	ととのうってヤツ	恒常	2023/11/14
園田智代子	シャニソン	S	SR	ほっぺ落下予報	恒常	2023/11/14
小宮果穂	シャニソン	S	SR	ラン！ラン！ドッグラン！	恒常	2023/11/14
幽谷霧子	シャニソン	S	SR	恋鐘ちゃんと	恒常	2023/11/14
三峰結華	シャニソン	S	SR	パペットトーク	恒常	2023/11/14
白瀬咲耶	シャニソン	S	SR	Beautiful Sunset	恒常	2023/11/14
田中摩美々	シャニソン	S	SR	まどろみのひ	恒常	2023/11/14
月岡恋鐘	シャニソン	S	SR	うちにまかせとって！	恒常	2023/11/14
八宮めぐる	シャニソン	S	SR	ハピネス♡コネクト	恒常	2023/11/14
風野灯織	シャニソン	S	SR	一筆入魂	恒常	2023/11/14
櫻木真乃	シャニソン	S	SR	うらうらクルル	恒常	2023/11/14
郁田はるき	シャニソン	S	R	とどけることつながるもの	恒常	2023/11/14
鈴木羽那	シャニソン	S	R	純白領域	恒常	2023/11/14
斑鳩ルカ	シャニソン	S	R	Close yet far	恒常	2023/11/14
緋田美琴	シャニソン	S	R	FEEL	恒常	2023/11/14
七草にちか	シャニソン	S	R	間違いそうだ	恒常	2023/11/14
市川雛菜	シャニソン	S	R	PEEPS!	恒常	2023/11/14
福丸小糸	シャニソン	S	R	仕返し優等生	恒常	2023/11/14
樋口円香	シャニソン	S	R	閑話	恒常	2023/11/14
浅倉透	シャニソン	S	R	かっとばし党の逆襲	恒常	2023/11/14
和泉愛依	シャニソン	S	R	"​""+『α』"""	恒常	2023/11/14
黛冬優子	シャニソン	S	R	(ノージャンル)グラビティ	恒常	2023/11/14
芹沢あさひ	シャニソン	S	R	頬を照らすのは	恒常	2023/11/14
桑山千雪	シャニソン	S	R	ブルーミングハート	恒常	2023/11/14
大崎甜花	シャニソン	S	R	楽園に背く	恒常	2023/11/14
大崎甘奈	シャニソン	S	R	秘密のがんばり	恒常	2023/11/14
有栖川夏葉	シャニソン	S	R	虹待ちレインドロップ	恒常	2023/11/14
杜野凛世	シャニソン	S	R	をとめ大学	恒常	2023/11/14
西城樹里	シャニソン	S	R	グッド・ラック・ボール	恒常	2023/11/14
園田智代子	シャニソン	S	R	迷走チョコロード	恒常	2023/11/14
小宮果穂	シャニソン	S	R	ホーカゴ・ア・ゴーゴー	恒常	2023/11/14
幽谷霧子	シャニソン	S	R	綿毛ノ想	恒常	2023/11/14
三峰結華	シャニソン	S	R	翻弄by♡time	恒常	2023/11/14
白瀬咲耶	シャニソン	S	R	咲耶と摩美々のぶらり旅	恒常	2023/11/14
田中摩美々	シャニソン	S	R	アーリー・ナチュラリィ	恒常	2023/11/14
月岡恋鐘	シャニソン	S	R	冬、どがんね～？	恒常	2023/11/14
八宮めぐる	シャニソン	S	R	友情の花吹雪	恒常	2023/11/14
風野灯織	シャニソン	S	R	克服の特訓	恒常	2023/11/14
櫻木真乃	シャニソン	S	R	天然色ピクニック	恒常	2023/11/14
郁田はるき	シャニソン	P	星3	ふわふわな夢心地	恒常	2023/11/15
樋口円香	シャニソン	P	星3	秋空に照らされて	恒常	2023/11/15
有栖川夏葉	シャニソン	P	星2	放課後はもり沢山	恒常	2023/11/15
杜野凛世	シャニソン	P	星2	キラキラな日常	恒常	2023/11/15
西城樹里	シャニソン	P	星2	イケイケなアタシたち	恒常	2023/11/15
園田智代子	シャニソン	P	星2	ゆめもお腹もいっぱい	恒常	2023/11/15
小宮果穂	シャニソン	P	星2	フレフレ！みんなと一緒に！	恒常	2023/11/15
小宮果穂	シャニソン	S	SSR	秋のおそうじ救世主	恒常	2023/11/15
田中摩美々	シャニソン	S	SSR	めんどーでも秋	恒常	2023/11/15
放課後クライマックスガールズ	シャニソン	茜色ドローイング			イベント	2023/11/15
緋田美琴	シャニソン	P	星3	踊って溺れて	恒常	2023/11/22
有栖川夏葉	シャニソン	P	星3	とびっきりの夜を	恒常	2023/11/22
八宮めぐる	シャニソン	P	星2	キラメキを捕まえて	恒常	2023/11/22
風野灯織	シャニソン	P	星2	未来へ飛び込む	恒常	2023/11/22
櫻木真乃	シャニソン	P	星2	きらり光る流れ星	恒常	2023/11/22
市川雛菜	シャニソン	S	SSR	水も滴る	恒常	2023/11/22
風野灯織	シャニソン	S	SSR	オフにスマッシュ	恒常	2023/11/22
イルミネーションスターズ	シャニソン	エピソード2			プロデュース	2023/11/22
八宮めぐる	シャニソン	エピソード2			プロデュース	2023/11/22
風野灯織	シャニソン	エピソード2			プロデュース	2023/11/22
櫻木真乃	シャニソン	エピソード2			プロデュース	2023/11/22
福丸小糸	シャニソン	P	星3	ゆきんこ発動中	恒常	2023/11/30
田中摩美々	シャニソン	P	星3	夜空に歌を奏でて	恒常	2023/11/30
桑山千雪	シャニソン	P	星2	やわらかな微笑み	恒常	2023/11/30
大崎甜花	シャニソン	P	星2	まったり空間	恒常	2023/11/30
大崎甘奈	シャニソン	P	星2	ぬくもりで包んで	恒常	2023/11/30
斑鳩ルカ	シャニソン	S	SSR	In one page	恒常	2023/11/30
月岡恋鐘	シャニソン	S	SSR	温もりの恋しい季節	恒常	2023/11/30
アルストロメリア	シャニソン	やさしさのちから			イベント	2023/11/30
郁田はるき	シャニソン	S	SSR	たわいもない冬の午後	恒常	2023/12/01
イルミネーションスターズ	シャニソン	ユニットサブストーリー3話			サブストーリー	2023/12/04
櫻木真乃	シャニソン	アイドルサブストーリー3話			サブストーリー	2023/12/06
鈴木羽那	シャニソン	P	星3	白い雪に染められて	恒常	2023/12/08
和泉愛依	シャニソン	P	星3	特別をプレゼント♡	恒常	2023/12/08
幽谷霧子	シャニソン	P	星2	幻想へと導いて	恒常	2023/12/08
三峰結華	シャニソン	P	星2	絶望にさようなら	恒常	2023/12/08
白瀬咲耶	シャニソン	P	星2	迷宮を穿つ咆哮	恒常	2023/12/08
田中摩美々	シャニソン	P	星2	退屈に爪を立てて	恒常	2023/12/08
月岡恋鐘	シャニソン	P	星2	憧れに咬みつく	恒常	2023/12/08
大崎甘奈	シャニソン	S	SSR	ボードでゴーゴーっ！	恒常	2023/12/08
櫻木真乃	シャニソン	S	SSR	しあわせのループ	恒常	2023/12/08
アンティーカ	シャニソン	エピソード2			プロデュース	2023/12/08
幽谷霧子	シャニソン	エピソード2			プロデュース	2023/12/08
三峰結華	シャニソン	エピソード2			プロデュース	2023/12/08
白瀬咲耶	シャニソン	エピソード2			プロデュース	2023/12/08
田中摩美々	シャニソン	エピソード2			プロデュース	2023/12/08
月岡恋鐘	シャニソン	エピソード2			プロデュース	2023/12/08
アンティーカ	シャニソン	ユニットサブストーリー3話			サブストーリー	2023/12/14
風野灯織	シャニソン	アイドルサブストーリー3話			サブストーリー	2023/12/18
風野灯織	シャニソン	P	星3	光の道しるべ	恒常	2023/12/20
樋口円香	シャニソン	S	SSR	除夜篝	恒常	2023/12/20
有栖川夏葉	シャニソン	S	SSR	五つ星ツリー	恒常	2023/12/20
放課後クライマックスガールズ	シャニソン	ユニットサブストーリー3話			サブストーリー	2023/12/25
八宮めぐる	シャニソン	アイドルサブストーリー3話			サブストーリー	2023/12/27
市川雛菜	シャニソン	P	星3	しあわせ～な新年	恒常	2023/12/31
杜野凛世	シャニソン	P	星3	瑞祥新春	恒常	2023/12/31
郁田はるき	シャニソン	P	星2	星屑に込めて	恒常	2023/12/31
鈴木羽那	シャニソン	P	星2	硝子に映して	恒常	2023/12/31
斑鳩ルカ	シャニソン	P	星2	消える世界へ	恒常	2023/12/31
芹沢あさひ	シャニソン	S	SSR	目が合えば、えいっ	恒常	2023/12/31
三峰結華	シャニソン	S	SSR	ハレますように	恒常	2023/12/31
コメティック	シャニソン	GOOD BYE FLOWER			イベント	2023/12/31
風野灯織	シャニソン	S	SSR	解き明かす謎について	シーズン	2024/01/01
アルストロメリア	シャニソン	ユニットサブストーリー3話			サブストーリー	2024/01/05
月岡恋鐘	シャニソン	アイドルサブストーリー3話			サブストーリー	2024/01/09
白瀬咲耶	シャニソン	P	星3	トキメキの瞬間	恒常	2024/01/11
八宮めぐる	シャニソン	P	星3	お手をどうぞ	恒常	2024/01/11
有栖川夏葉	シャニソン	P	星2	太陽を撃ち抜いて	恒常	2024/01/11
杜野凛世	シャニソン	P	星2	水飛沫と大和撫子	恒常	2024/01/11
西城樹里	シャニソン	P	星2	真夏に飛び込め	恒常	2024/01/11
園田智代子	シャニソン	P	星2	ラムネの瓶を空にして	恒常	2024/01/11
小宮果穂	シャニソン	P	星2	ずぶ濡れ覚悟で！	恒常	2024/01/11
浅倉透	シャニソン	S	SSR	空腹のちょっとまえ	恒常	2024/01/11
幽谷霧子	シャニソン	S	SSR	ふたり、ぽつん	恒常	2024/01/11
放課後クライマックスガールズ	シャニソン	エピソード2			プロデュース	2024/01/11
有栖川夏葉	シャニソン	エピソード2			プロデュース	2024/01/11
杜野凛世	シャニソン	エピソード2			プロデュース	2024/01/11
西城樹里	シャニソン	エピソード2			プロデュース	2024/01/11
園田智代子	シャニソン	エピソード2			プロデュース	2024/01/11
小宮果穂	シャニソン	エピソード2			プロデュース	2024/01/11
ストレイライト	シャニソン	ユニットサブストーリー3話			サブストーリー	2024/01/15
田中摩美々	シャニソン	アイドルサブストーリー3話			サブストーリー	2024/01/17
西城樹里	シャニソン	P	星3	透明な空を駆ける	恒常	2024/01/19
七草にちか	シャニソン	S	SSR	てと手とテ	恒常	2024/01/19
園田智代子	シャニソン	S	SSR	広告ナース事情	恒常	2024/01/19
ノクチル	シャニソン	ユニットサブストーリー3話			サブストーリー	2024/01/24
白瀬咲耶	シャニソン	アイドルサブストーリー3話			サブストーリー	2024/01/26
園田智代子	シャニソン	P	星3	こころもこもこ	恒常	2024/01/31
三峰結華	シャニソン	P	星3	ぴょんっと跳ねたら	恒常	2024/01/31
市川雛菜	シャニソン	P	星2	しあわせを空へひろげて	恒常	2024/01/31
福丸小糸	シャニソン	P	星2	空と夢のまんなかで	恒常	2024/01/31
樋口円香	シャニソン	P	星2	透き通る空模様	恒常	2024/01/31
浅倉透	シャニソン	P	星2	飛んで、青空へ	恒常	2024/01/31
和泉愛依	シャニソン	S	SSR	いとお菓子～なDAY！	恒常	2024/01/31
桑山千雪	シャニソン	S	SSR	願いを頬張るためのレシピ	恒常	2024/01/31
ノクチル	シャニソン	青空に横たわりて			イベント	2024/01/31
三峰結華	シャニソン	S	SSR	今イマshooting	シーズン	2024/02/01
シーズ	シャニソン	ユニットサブストーリー3話			サブストーリー	2024/02/05
三峰結華	シャニソン	アイドルサブストーリー3話			サブストーリー	2024/02/07
斑鳩ルカ	シャニソン	P	星3	シュガーレスハート	恒常	2024/02/09
大崎甘奈	シャニソン	P	星3	めしませ☆スウィートLOVE	恒常	2024/02/09
桑山千雪	シャニソン	P	星2	まっすぐな想い	恒常	2024/02/09
大崎甜花	シャニソン	P	星2	とどけたい願い	恒常	2024/02/09
大崎甘奈	シャニソン	P	星2	だいすきな気持ち	恒常	2024/02/09
小宮果穂	シャニソン	S	SSR	全力！チョコレートキッチン！	恒常	2024/02/09
櫻木真乃	シャニソン	S	SSR	お好みで、お好きなだけ。	恒常	2024/02/09
アルストロメリア	シャニソン	エピソード2			プロデュース	2024/02/09
桑山千雪	シャニソン	エピソード2			プロデュース	2024/02/09
大崎甜花	シャニソン	エピソード2			プロデュース	2024/02/09
大崎甘奈	シャニソン	エピソード2			プロデュース	2024/02/09
コメティック	シャニソン	ユニットサブストーリー3話			サブストーリー	2024/02/14
幽谷霧子	シャニソン	アイドルサブストーリー3話			サブストーリー	2024/02/16
黛冬優子	シャニソン	P	星3	小悪魔ネコの誘惑	恒常	2024/02/22
緋田美琴	シャニソン	S	SSR	気づけない冬	恒常	2024/02/22
月岡恋鐘	シャニソン	S	SSR	体当たりで行くばい！	恒常	2024/02/22
イルミネーションスターズ	シャニソン	ユニットサブストーリー4話			サブストーリー	2024/02/22
小宮果穂	シャニソン	アイドルサブストーリー3話			サブストーリー	2024/02/26
大崎甜花	シャニソン	P	星3	もちもち桜日和	恒常	2024/02/29
幽谷霧子	シャニソン	P	星3	春風に舞う桜の願い	恒常	2024/02/29
緋田美琴	シャニソン	P	星2	制御不能Lovely	恒常	2024/02/29
七草にちか	シャニソン	P	星2	駆け引きCutie	恒常	2024/02/29
郁田はるき	シャニソン	S	SSR	桃の甘さはジュッテで踊る	恒常	2024/02/29
杜野凛世	シャニソン	S	SSR	はるつかた	恒常	2024/02/29
シーズ	シャニソン	メイビーラブ・オクターブ			イベント	2024/02/29
園田智代子	シャニソン	S	SSR	眼鏡前線準備よし	シーズン	2024/03/01
アンティーカ	シャニソン	ユニットサブストーリー4話			サブストーリー	2024/03/04
園田智代子	シャニソン	アイドルサブストーリー3話			サブストーリー	2024/03/07
七草にちか	シャニソン	P	星3	気持ちはマシュマロ風味	恒常	2024/03/08
小宮果穂	シャニソン	P	星3	ミラクル☆キャンディパワー！	恒常	2024/03/08
和泉愛依	シャニソン	P	星2	艶やかに暴く本性	恒常	2024/03/08
黛冬優子	シャニソン	P	星2	華やかに舞う野望	恒常	2024/03/08
芹沢あさひ	シャニソン	P	星2	軽やかに纏う表情	恒常	2024/03/08
黛冬優子	シャニソン	S	SSR	Ms.WHITEDAYの午後３時	恒常	2024/03/08
白瀬咲耶	シャニソン	S	SSR	純真なシュガー・シュガー	恒常	2024/03/08
ストレイライト	シャニソン	エピソード2			プロデュース	2024/03/08
和泉愛依	シャニソン	エピソード2			プロデュース	2024/03/08
黛冬優子	シャニソン	エピソード2			プロデュース	2024/03/08
芹沢あさひ	シャニソン	エピソード2			プロデュース	2024/03/08
放課後クライマックスガールズ	シャニソン	ユニットサブストーリー4話			サブストーリー	2024/03/15
西城樹里	シャニソン	アイドルサブストーリー3話			サブストーリー	2024/03/18
桑山千雪	シャニソン	P	星3	美味しい時間をあなたと	恒常	2024/03/19
樋口円香	シャニソン	S	SSR	霞を焚く	恒常	2024/03/19
西城樹里	シャニソン	S	SSR	花びらの行方	恒常	2024/03/19
アルストロメリア	シャニソン	ユニットサブストーリー4話			サブストーリー	2024/03/25
杜野凛世	シャニソン	アイドルサブストーリー3話			サブストーリー	2024/03/28
樋口円香	シャニソン	P	星3	カワイイ♡♡♡モード	恒常	2024/03/31
三峰結華	シャニソン	P	星3	カラフルキャットパーティー	恒常	2024/03/31
八宮めぐる	シャニソン	P	星2	出逢えた日のぬくもり	恒常	2024/03/31
風野灯織	シャニソン	P	星2	風が導く想い出	恒常	2024/03/31
櫻木真乃	シャニソン	P	星2	記憶のたからもの	恒常	2024/03/31
福丸小糸	シャニソン	S	SSR	虹をつかむまで	恒常	2024/03/31
風野灯織	シャニソン	S	SSR	君と混ざりあって、青	恒常	2024/03/31
イルミネーションスターズ	シャニソン	うつりゆく車窓、共にゆく道程			イベント	2024/03/31
大崎甘奈	シャニソン	S	SSR	まな☆まな☆せれくしょん	シーズン	2024/04/01
ストレイライト	シャニソン	ユニットサブストーリー4話			サブストーリー	2024/04/04
有栖川夏葉	シャニソン	アイドルサブストーリー3話			サブストーリー	2024/04/08
緋田美琴	シャニソン	P	星3	静謐な鍵盤の上で	恒常	2024/04/09
西城樹里	シャニソン	P	星3	緑と奏でるジョイフルマーチ	恒常	2024/04/09
市川雛菜	シャニソン	P	星2	反射する水景色	恒常	2024/04/09
福丸小糸	シャニソン	P	星2	零れるみずたま	恒常	2024/04/09
樋口円香	シャニソン	P	星2	青を纏えば	恒常	2024/04/09
浅倉透	シャニソン	P	星2	透色の向こう	恒常	2024/04/09
大崎甘奈	シャニソン	S	SSR	#Hoppy #Happy	恒常	2024/04/09
園田智代子	シャニソン	S	SSR	ミチ・ミチル・イースター	恒常	2024/04/09
ノクチル	シャニソン	エピソード2			プロデュース	2024/04/09
市川雛菜	シャニソン	エピソード2			プロデュース	2024/04/09
福丸小糸	シャニソン	エピソード2			プロデュース	2024/04/09
樋口円香	シャニソン	エピソード2			プロデュース	2024/04/09
浅倉透	シャニソン	エピソード2			プロデュース	2024/04/09
ノクチル	シャニソン	ユニットサブストーリー4話			サブストーリー	2024/04/15
大崎甘奈	シャニソン	アイドルサブストーリー3話			サブストーリー	2024/04/17
鈴木羽那	シャニソン	P	星3	白い恋の行方	恒常	2024/04/19
八宮めぐる	シャニソン	S	SSR	エブリデイ・ウィズ・ユー	恒常	2024/04/19
田中摩美々	シャニソン	S	SSR	さざ波ポリリズム	恒常	2024/04/19
浅倉透	シャニソン	S	SSR	sleeeep	恒常	2024/04/21
和泉愛依	シャニソン	S	SSR	あたし・コフレ	恒常	2024/04/21
シーズ	シャニソン	ユニットサブストーリー4話			サブストーリー	2024/04/24
大崎甜花	シャニソン	アイドルサブストーリー3話			サブストーリー	2024/04/26
浅倉透	シャニソン	P	星3	透明なまま	限定	2024/04/30
櫻木真乃	シャニソン	P	星3	きらきらの瞬間を一緒に	限定	2024/04/30
幽谷霧子	シャニソン	P	星2	秘密の舞台で踊って	恒常	2024/04/30
三峰結華	シャニソン	P	星2	演じて 隠して	恒常	2024/04/30
白瀬咲耶	シャニソン	P	星2	雑音も歓声に変えて	恒常	2024/04/30
田中摩美々	シャニソン	P	星2	仮面に隠した仕掛け	恒常	2024/04/30
月岡恋鐘	シャニソン	P	星2	かりそめの夜に纏う	恒常	2024/04/30
七草はづき	シャニソン	S	SSR	陰の日向	限定	2024/04/30
西城樹里	シャニソン	S	SSR	Reversed Sign	恒常	2024/04/30
アンティーカ	シャニソン	もうひとつのワンダーランド			イベント	2024/04/30
七草はづき	シャニソン	S	SR	いってらっしゃい	恒常	2024/04/30
七草はづき	シャニソン	S	SSR	YOU ARE (HERO)	恒常	2024/04/30
斑鳩ルカ	シャニソン	S	SSR	Don't look, baby	恒常	2024/04/30
緋田美琴	シャニソン	S	SSR	線伝いに響音	シーズン	2024/05/01
コメティック	シャニソン	ユニットサブストーリー4話			サブストーリー	2024/05/04
芹沢あさひ	シャニソン	S	SSR	ワッショイ★神様ビバラビダ	恒常	2024/05/09
白瀬咲耶	シャニソン	S	SSR	遠き空へと思いを寄せて	恒常	2024/05/09
芹沢あさひ	シャニソン	P	星3	あつあつモモ注意報	恒常	2024/05/10
田中摩美々	シャニソン	P	星3	甘い苺にご用心	恒常	2024/05/10
緋田美琴	シャニソン	P	星2	揺るぎない耀き	恒常	2024/05/10
七草にちか	シャニソン	P	星2	耀きを止めないで	恒常	2024/05/10
有栖川夏葉	シャニソン	S	SSR	体験に勝るものなし	恒常	2024/05/10
大崎甜花	シャニソン	S	SSR	4 Lovely Stories	恒常	2024/05/10
シーズ	シャニソン	エピソード2			プロデュース	2024/05/10
緋田美琴	シャニソン	エピソード2			プロデュース	2024/05/10
七草にちか	シャニソン	エピソード2			プロデュース	2024/05/10
郁田はるき	シャニソン	P	星2	雲の隙間、色を混ぜたら	恒常	2024/05/14
鈴木羽那	シャニソン	P	星2	雲の隙間、白く遠く	恒常	2024/05/14
斑鳩ルカ	シャニソン	P	星2	雲の隙間、見えなくても	恒常	2024/05/14
緋田美琴	シャニソン	P	星2	雲の隙間、晴れる前	恒常	2024/05/14
七草にちか	シャニソン	P	星2	雲の隙間、灰色になっても	恒常	2024/05/14
市川雛菜	シャニソン	P	星2	雲の隙間、澄み渡って	恒常	2024/05/14
福丸小糸	シャニソン	P	星2	雲の隙間、届く日まで	恒常	2024/05/14
樋口円香	シャニソン	P	星2	雲の隙間、滲み出して	恒常	2024/05/14
浅倉透	シャニソン	P	星2	雲の隙間、覗きみた	恒常	2024/05/14
和泉愛依	シャニソン	P	星2	雲の隙間、どんな色でも	恒常	2024/05/14
黛冬優子	シャニソン	P	星2	雲の隙間、終わりのない	恒常	2024/05/14
芹沢あさひ	シャニソン	P	星2	雲の隙間、まだ見ぬ景色へ	恒常	2024/05/14
桑山千雪	シャニソン	P	星2	雲の隙間、新たな夢へ	恒常	2024/05/14
大崎甜花	シャニソン	P	星2	雲の隙間、晴れたらきっと	恒常	2024/05/14
大崎甘奈	シャニソン	P	星2	雲の隙間、キミと見たくて	恒常	2024/05/14
有栖川夏葉	シャニソン	P	星2	雲の隙間、夢の先まで	恒常	2024/05/14
杜野凛世	シャニソン	P	星2	雲の隙間、熱を宿して	恒常	2024/05/14
西城樹里	シャニソン	P	星2	雲の隙間、どこまでも	恒常	2024/05/14
園田智代子	シャニソン	P	星2	雲の隙間、綿雲の柔らかさ	恒常	2024/05/14
小宮果穂	シャニソン	P	星2	雲の隙間、もっと先へ	恒常	2024/05/14
幽谷霧子	シャニソン	P	星2	雲の隙間、広げた世界	恒常	2024/05/14
三峰結華	シャニソン	P	星2	雲の隙間、鈍色の幸福	恒常	2024/05/14
白瀬咲耶	シャニソン	P	星2	雲の隙間、空の下で	恒常	2024/05/14
田中摩美々	シャニソン	P	星2	雲の隙間、翼と共に	恒常	2024/05/14
月岡恋鐘	シャニソン	P	星2	雲の隙間、黄金の空は	恒常	2024/05/14
八宮めぐる	シャニソン	P	星2	雲の隙間、ヒカリ溢れて	恒常	2024/05/14
風野灯織	シャニソン	P	星2	雲の隙間、蒼を見つけて	恒常	2024/05/14
